Clasificación;Subclasificacion;Monodroga;costo (entrada);Convenio Salida;Convenio Entrada;Transferencia;Lista Entrada;Lista Salida;Fecha;Cliente;Filial OSDE INTERIOR;Formulario;Numero;Cod Prov;Nombre Proveedor;Cod Prod;Nombre Producto;Cant;Precio;percepcion;percep_ib;iva; dto ;Importe;z;Costo Nta. Vta.;Costo total Nta. Vta.;Margen Reposicion;Margen Rep %;
CTACTE;CIRMED_MAT;INSULINA ASPARTATO;13.809,13;CIRMED_MAT;CCESPECIAL;SI;19/08/2022;211;04/10/2022;40236;;FACTURA A;6000335453;60067;ROFINA SA X C.O. NOVO NORDISK;5066793;INSULINA NOVORAPID FLEXPEN 100 UI LAPICERAS X 5 X;1;29.184,56;0;0;0;35,46;18.835,72;;15.574,49;15.574,49;3.261,23;17,30%;
CTACTE;CIRMED_MAT;INSULINA HUMANA;7.930,84;CIRMED_MAT;CCESPECIAL;SI;26/08/2022;211;04/10/2022;40236;;FACTURA A;6000335454;60067;ROFINA SA X C.O. NOVO NORDISK;4508833;INSULINA INSULATARD FLEXPEN HM 100UI LAP.PRELL X 5;1;16.761,22;0;0;0;35,46;10.817,69;;8.944,71;8.944,71;1.872,98;17,30%;
CTACTE;CIRMED_MAT;DISPOSITIVO PARA APLIC. INSULINA;2.028,20;CIRMED_MAT;CCESPECIAL;SI;13/09/2022;211;04/10/2022;40236;;FACTURA A;6000335455;60067;ROFINA SA X C.O. NOVO NORDISK;39905;AGUJAS NOVOFINE 32 G 6 MM TIP AGUJAS X 100;1;3.267,65;0;0;656,7;4,3;3.127,14;;2.149,89;2.149,89;977,25;31,30%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;3.196,98;CIRMED_MAT;CIRMED_MAT;NO;19/08/2022;211;04/10/2022;40236;;FACTURA A;6000335456;60243;ROFINA SA X CO ROCHE DIABETES;5000182;ACCU-CHEK PERFORMA 50;1;7.112,40;0;0;858,37;42,53;4.087,49;;3.673,75;3.673,75;413,74;10,10%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;584,07;CIRMED_MAT;PM_CUARENT;SI;11/04/2022;211;04/10/2022;40236;;FACTURA A;6000335457;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;2;7.092,56;0;0;1.053,63;64,63;5.017,28;;1.956,57;3.913,14;1.104,14;22,00%;
CTACTE;CIRMED_MAT;LANCETAS;1.443,04;CIRMED_MAT;CCESPECIAL;SI;23/08/2022;211;04/10/2022;40236;;FACTURA A;6000335457;66560;GLOBALF X CO TEMIS LOSTALO;5,016E+12;MICROLET LANCETAS X 100 UNIDADES;1;2.609,36;0;0;438,37;20;2.087,49;;1.529,63;1.529,63;557,86;26,70%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;584,07;CIRMED_MAT;PM_CUARENT;SI;11/04/2022;211;04/10/2022;40236;;FACTURA A;6000335458;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;1;7.092,56;0;0;526,81;64,63;2.508,64;;1.956,57;1.956,57;552,07;22,00%;
CTACTE;CTACTERTO;CICLOFOSFAMIDA;1.500,00;CTACTERTO;CCESPECIAL;SI;27/09/2022;212;04/10/2022;61146;;FACTURA A;6000335459;60055;MICROSULES ARGENTINA SA;36344;CICLOFOSFAMIDA MICROSULES 1000 MG F.A. X 1;1;8.163,36;0;0;0;50;4.081,68;;1.907,99;1.907,99;2.173,69;53,30%;
CTACTE;CIRMED_MAT;TIRAS REACTIVAS;584,07;CIRMED_MAT;PM_CUARENT;SI;11/04/2022;211;05/10/2022;40236;;FACTURA A;6000335955;21458;DLD MEDICAL GROUP INC.;42635;PRODIGY EXC 360 TS X TM TIRAS REACT. CAJA X 50;1;7.092,56;0;0;526,81;64,63;2.508,64;;1.956,57;1.956,57;552,07;22,00%;
CTACTE;CTACTERTO;TAFAMIDIS MEGLUMINA;898.673,76;CTACTERTO;CCESPECIAL;SI;25/08/2022;212;05/10/2022;71346;;FACTURA A;6000335956;60061;PFIZER SRL;6286841;VYNDAQEL 20 MG CAPS. BL X 30;1;1.469.427,20;0;3.526,63;0;52;705.325,06;;898.673,76;898.673,76;-193.348,70;-27,40%;
CTACTE;CTACTERTO;INOTUZUMAB  OZOGAMICINA;2.887.213,80;CTACTERTO;CCESPECIAL;SI;04/10/2022;212;05/10/2022;71346;;FACTURA A;6000335957;60061;PFIZER SRL;58050;BESPONSA PVO. LIOF. + SOLV.;4;4.186.460,01;0;40.190,02;0;52;8.038.003,22;;2.887.213,80;11.548.855,20;-3.510.851,98;-43,70%;
OSDE;OSDE INTERIOR;RITUXIMAB ;22.352,97;OSDE SUC;OSDE;NO;21/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335958;60061;PFIZER SRL;59016;RUXIENCE 100 MG F. A. X 1;1;72.026,24;0;142,18;0;58;28.435,96;;22.352,97;22.352,97;6.082,99;21,40%;
OSDE;OSDE INTERIOR;RITUXIMAB ;77.362,07;OSDE SUC;OSDE;NO;23/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335958;60057;MONTE VERDE SA;59958;TRUXIMA 500 MG VIAL X 1;1;339.730,00;0;470,08;0;70,56;94.015,52;;82.003,79;82.003,79;12.011,73;12,80%;
OSDE;OSDE INTERIOR;ONDANSETRON;150,00;OSDE SUC;OSDE;NO;01/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335959;60055;MICROSULES ARGENTINA SA;15206;FINABER 8 MG INY.A.X 1 X 4 ML;2;1.582,02;0;4,46;0;70;892,26;;165,00;330,00;562,26;63,00%;
OSDE;OSDE INTERIOR;ONDANSETRON;150,00;OSDE SUC;OSDE;NO;01/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335959;60055;MICROSULES ARGENTINA SA;15206;FINABER 8 MG INY.A.X 1 X 4 ML;2;1.582,02;0;4,46;0;70;892,26;;165,00;330,00;562,26;63,00%;
OSDE;OSDE INTERIOR;ONDANSETRON;600,84;OSDE SUC;OSDE;NO;13/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335959;60242;GLOBALF X CO LKM;18256;ONDANSETRON MARTIAN 8 MG COMP.X 10;2;18.513,00;0;8,66;0;95,02;1.732,22;;600,90;1.201,80;530,42;30,60%;
OSDE;OSDE INTERIOR;CARBOPLATINO;0,00;OSDE SUC;APROSS ACE;SI;26/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335959;60055;MICROSULES ARGENTINA SA;20302;CARBOPLATINO MICROSULES 150 MG INY.F.A.X 1;4;10.820,16;0;73,61;0;63,82;14.721,03;;3.190,01;12.760,03;1.961,00;13,30%;
OSDE;OSDE INTERIOR;LEUPROLIDE ACETATO;20.464,93;OSDE SUC;OSDE;NO;14/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335959;60195;FARMANET X C.O. NOVARTIS;26510;LECTRUM 7.5 MG KIT X 1;2;85.563,29;0;369,98;0;54;73.995,13;;20.653,21;41.306,42;32.688,71;44,20%;
OSDE;OSDE INTERIOR;PACLITAXEL;2.078,86;OSDE SUC;OSDE;NO;13/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335959;60055;MICROSULES ARGENTINA SA;33020;PACLITAXEL MICROSULES 150 MG INY F.A. X 1 X 25 ML;1;66.277,00;0;15,58;0;95;3.115,02;;2.529,95;2.529,95;585,07;18,80%;
OSDE;OSDE INTERIOR;PACLITAXEL;2.300,08;OSDE SUC;OSDE;NO;13/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335959;60055;MICROSULES ARGENTINA SA;33020;PACLITAXEL MICROSULES 150 MG INY F.A. X 1 X 25 ML;1;66.277,00;0;15,58;0;95;3.115,02;;2.529,95;2.529,95;585,07;18,80%;
OSDE;OSDE INTERIOR;PACLITAXEL;2.529,93;OSDE SUC;OSDE;NO;13/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335959;60055;MICROSULES ARGENTINA SA;33020;PACLITAXEL MICROSULES 150 MG INY F.A. X 1 X 25 ML;2;66.277,00;0;31,15;0;95;6.230,04;;2.529,95;5.059,91;1.170,13;18,80%;
OSDE;OSDE INTERIOR;BICALUTAMIDA;839,98;OSDE SUC;OSDE;NO;17/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335960;60055;MICROSULES ARGENTINA SA;33019;FINABAND 50 MG COMP X 30;1;9.721,96;0;5,48;0;88;1.096,64;;979,00;979,00;117,64;10,70%;
OSDE;OSDE INTERIOR;LEUPROLIDE ACETATO;78.163,67;OSDE SUC;OSDE;NO;19/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335960;60057;MONTE VERDE SA;5102211;ELIGARD 22.5 MG KIT X 1;1;215.739,84;0;618,53;0;39;123.705,22;;86.742,29;86.742,29;36.962,93;29,90%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;11.484,56;OSDE SUC;OSDE;NO;25/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335961;60131;SANOFI - AVENTIS ARG. S.A.;13530;CLEXANE 40 MG JGA.PRELL.X 10;1;35.436,77;0;69,95;0;58;13.990,44;;12.952,75;12.952,75;1.037,69;7,40%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;17.227,85;OSDE SUC;OSDE;NO;06/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335961;60131;SANOFI - AVENTIS ARG. S.A.;18693;CLEXANE 60 MG JGA.PRELL.X 10;1;49.960,76;0;98,62;0;58;19.724,51;;18.261,52;18.261,52;1.462,99;7,40%;
OSDE;OSDE INTERIOR;MEPREDNISONA;1.038,19;OSDE SUC;IAPOS;SI;25/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335962;60034;GADOR SA;12718;CORTIPYREN B 8 MG COMP.X 20;2;2.077,42;0;14,65;0;25;2.929,16;;1.100,84;2.201,69;727,47;24,80%;
OSDE;OSDE INTERIOR;MICOFENOLATO MOFETIL;10.057,50;OSDE SUC;OSDE;NO;25/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335962;60215;PRODUCTOS ROCHE S.A.Q. e I;19640;CELLCEPT 500 MG COMP.X 50;2;22.270,89;0;123,51;0;41;24.702,87;;11.450,31;22.900,61;1.802,26;7,30%;
OSDE;OSDE INTERIOR;MICOFENOLATO MOFETIL;10.057,50;OSDE SUC;OSDE;NO;25/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335962;60215;PRODUCTOS ROCHE S.A.Q. e I;19640;CELLCEPT 500 MG COMP.X 50;1;22.270,89;0;61,76;0;41;12.351,44;;11.450,31;11.450,31;901,13;7,30%;
OSDE;OSDE INTERIOR;TACROLIMUS;91.572,94;OSDE SUC;OSDE;NO;29/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335962;60034;GADOR SA;41616;PROGRAF XL 5 MG CAPS. ACC. PROL. X 50;1;156.168,27;0;565,17;0;23;113.034,59;;97.099,26;97.099,26;15.935,33;14,10%;
OSDE;OSDE INTERIOR;TACROLIMUS;57.139,16;OSDE SUC;OSDE;NO;05/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335962;60034;GADOR SA;50048;PROGRAF XL 3 MG CAPS. ACC. PROL. X 50;1;97.445,00;0;352,65;0;23;70.530,69;;60.587,43;60.587,43;9.943,26;14,10%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;21.386,86;OSDE SUC;OSDE;NO;25/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335963;60131;SANOFI - AVENTIS ARG. S.A.;18694;CLEXANE 80 MG JGA.PRELL.X 10;2;65.991,28;0;260,53;0;58;52.106,71;;24.120,95;48.241,90;3.864,81;7,40%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;21.386,86;OSDE SUC;OSDE;NO;25/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335963;60131;SANOFI - AVENTIS ARG. S.A.;18694;CLEXANE 80 MG JGA.PRELL.X 10;1;65.991,28;0;130,27;0;58;26.053,36;;24.120,95;24.120,95;1.932,41;7,40%;
OSDE;OSDE INTERIOR;SULTIAMO;25.177,04;OSDE SUC;OSDE;NO;03/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335964;60077;TUTEUR SACIFIA;34618;OSPOLOT 50 MG COMP. REC.X 50;2;67.710,09;0;445,53;0;30;89.106,48;;26.436,11;52.872,22;36.234,26;40,70%;
OSDE;OSDE INTERIOR;VINORELBINE;0,00;OSDE SUC;OSDE;NO;29/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335965;60010;BIOPROFARMA BAGO S.A.;59546;VINORGEN ORAL 20 MG CÁPS.BL. X 1;2;38.264,69;0;226,96;0;36,9;45.392,64;;16.783,68;33.567,37;11.825,27;26,10%;
OSDE;OSDE INTERIOR;VINORELBINE;18.472,61;OSDE SUC;OSDE;NO;29/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335965;60010;BIOPROFARMA BAGO S.A.;59546;VINORGEN ORAL 20 MG CÁPS.BL. X 1;4;38.264,69;0;453,93;0;36,9;90.785,27;;16.783,68;67.134,74;23.650,53;26,10%;
OSDE;OSDE INTERIOR;VINORELBINE;27.709,13;OSDE SUC;OSDE;NO;29/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335965;60010;BIOPROFARMA BAGO S.A.;59547;VINORGEN ORAL 30 MG CÁPS.BL. X 1;9;57.397,48;0;1.532,01;0;36,9;306.402,67;;25.175,72;226.581,50;79.821,17;26,10%;
OSDE;OSDE INTERIOR;UPADACITINIB;158.596,14;OSDE SUC;OSDE;NO;26/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335966;60219;ABBVIE SA;56945;RINVOQ 15 MG X 30 COMP.;1;280.015,47;0;973,89;0;26;194.778,76;;173.995,82;173.995,82;20.782,94;10,70%;
OSDE;OSDE INTERIOR;LEUPROLIDE ACETATO;57.416,80;OSDE SUC;OSDE;NO;07/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335967;60195;FARMANET X C.O. NOVARTIS;55636;LECTRUM 22,5 MG 1 LYVI AR KIT X 1;1;218.542,71;0;441,67;0;57;88.334,96;;60.842,29;60.842,29;27.492,67;31,10%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;11.484,56;OSDE SUC;OSDE;NO;25/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335968;60131;SANOFI - AVENTIS ARG. S.A.;13530;CLEXANE 40 MG JGA.PRELL.X 10;3;35.436,77;0;209,86;0;58;41.971,31;;12.952,75;38.858,24;3.113,07;7,40%;
OSDE;OSDE INTERIOR;BICALUTAMIDA;839,98;OSDE SUC;OSDE;NO;17/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335969;60055;MICROSULES ARGENTINA SA;33019;FINABAND 50 MG COMP X 30;2;10.305,28;0;11,62;0;88;2.324,87;;979,00;1.958,00;366,87;15,80%;
OSDE;OSDE INTERIOR;CAPECITABINA;7.000,04;OSDE SUC;CCESPECIAL;SI;06/07/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335969;60049;LABORATORIO RICHMOND SACIF;41684;CAPECIT 500 MG COMP. X 120;1;88.591,01;0;64,54;0;84,5;12.907,71;;10.999,95;10.999,95;1.907,76;14,80%;
OSDE;OSDE INTERIOR;BEVACIZUMAB;48.572,46;OSDE SUC;OSDE;NO;02/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335969;66584;LABORATORIO ELEA PHOENIX S.A.;53125;BEVAX 100 MG VIAL X 1 X 4 ML;1;138.251,60;0;318,39;0;51;63.678,69;;51.486,80;51.486,80;12.191,89;19,10%;
OSDE;OSDE INTERIOR;BEVACIZUMAB;171.770,09;OSDE SUC;OSDE;NO;08/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335969;66584;LABORATORIO ELEA PHOENIX S.A.;53126;BEVAX 400 MG VIAL X 1 X 16 ML;1;503.575,83;0;1.159,74;0;51;231.947,03;;187.538,58;187.538,58;44.408,45;19,10%;
OSDE;OSDE INTERIOR;LEUPROLIDE ACETATO;60.287,64;OSDE SUC;OSDE;NO;14/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335969;60195;FARMANET X C.O. NOVARTIS;55636;LECTRUM 22,5 MG 1 LYVI AR KIT X 1;1;218.542,71;0;441,67;0;57;88.334,96;;60.842,29;60.842,29;27.492,67;31,10%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;11.484,56;OSDE SUC;OSDE;NO;25/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335970;60131;SANOFI - AVENTIS ARG. S.A.;13530;CLEXANE 40 MG JGA.PRELL.X 10;1;35.436,77;0;69,95;0;58;13.990,44;;12.952,75;12.952,75;1.037,69;7,40%;
OSDE;OSDE INTERIOR;INMUNOGLOBULINA HUMANA;84.312,61;OSDE SUC;OSDE;NO;10/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335971;60078;LABORATORIO VARIFARMA SA;56743;GAMMANORM 3,3 G FCO. A. X 20 ML;8;171.682,35;0;4.228,19;0;34,5;845.638,58;;98.647,49;789.179,95;56.458,63;6,70%;
OSDE;OSDE INTERIOR;INMUNOGLOBULINA HUMANA;93.063,67;OSDE SUC;OSDE;NO;10/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335971;60078;LABORATORIO VARIFARMA SA;56743;GAMMANORM 3,3 G FCO. A. X 20 ML;4;171.682,35;0;2.114,10;0;34,5;422.819,29;;98.647,49;394.589,98;28.229,31;6,70%;
OSDE;OSDE INTERIOR;ADALIMUMAB;75.907,94;OSDEAPESUC;OSDE;NO;07/09/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335972;60262;AMGEN BIOTECNOLOGIA DE ARG SRL;57044;AMGEVITA 40 MG /0.8 ML JER. PRELL. x 2;1;164.628,06;0;479,73;0;38;95.945,23;;79.475,62;79.475,62;16.469,61;17,20%;
OSDE;OSDE INTERIOR;TRASTUZUMAB;226.101,56;OSDEAPESUC;OSDE;NO;18/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335973;60061;PFIZER SRL;57805;TRAZIMERA 440 MG F.A.X.1 + SOLV.;1;385.702,66;0;1.296,15;0;28,5;259.230,76;;239.667,65;239.667,65;19.563,11;7,50%;
OSDE;OSDE INTERIOR;PERTUZUMAB;551.726,75;OSDEAPESUC;OSDE;NO;17/08/2022;211;05/10/2022;40060;PERMAGINO;FACTURA A;6000335973;60215;PRODUCTOS ROCHE S.A.Q. e I;6232971;PERJETA 420 MG / 14ML X 1 VIAL;1;929.569,61;0;3.407,80;0;22;681.560,44;;628.132,63;628.132,63;53.427,81;7,80%;
OSDE;OSDE INTERIOR;TOXINA BOTULINICA TIPO A;24.508,79;OSDE SUC;OSDE;NO;04/08/2022;210;05/10/2022;40183;TRENQUE LAUQUEN;FACTURA A;6000335974;60001;ALLERGAN PROD.FARMACEUTICOS SA;23390;BOTOX 100 U VIAL X 1;1;42.689,00;0;134,43;0;33;26.885,53;;24.508,77;24.508,77;2.376,76;8,80%;
OSDE;OSDE INTERIOR;ACALABRUTINIB;880.605,19;OSDE SUC;PASTEUR;SI;08/08/2022;210;05/10/2022;40183;TRENQUE LAUQUEN;FACTURA A;6000335975;60004;ASTRAZENECA SA;56462;CALQUENCE 100 MG CAPS. X 60;1;1.602.177,27;0;5.572,37;0;26;1.114.474,51;;928.157,87;928.157,87;186.316,64;16,70%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;11.484,56;OSDE SUC;OSDE;NO;23/08/2022;211;05/10/2022;40183;TRENQUE LAUQUEN;FACTURA A;6000335976;60131;SANOFI - AVENTIS ARG. S.A.;13530;CLEXANE 40 MG JGA.PRELL.X 10;3;35.436,77;0;209,86;0;58;41.971,31;;12.952,75;38.858,24;3.113,07;7,40%;
OSDE;OSDE INTERIOR;BICALUTAMIDA;839,98;OSDE SUC;OSDE;NO;17/08/2022;211;05/10/2022;40183;TRENQUE LAUQUEN;FACTURA A;6000335977;60055;MICROSULES ARGENTINA SA;33019;FINABAND 50 MG COMP X 30;2;9.721,96;0;10,97;0;88;2.193,27;;979,00;1.958,00;235,27;10,70%;
OSDE;OSDE INTERIOR;LEUPROLIDE ACETATO;57.416,80;OSDE SUC;OSDE;NO;07/09/2022;211;05/10/2022;40183;TRENQUE LAUQUEN;FACTURA A;6000335977;60195;FARMANET X C.O. NOVARTIS;55636;LECTRUM 22,5 MG 1 LYVI AR KIT X 1;1;218.542,71;0;441,67;0;57;88.334,96;;60.842,29;60.842,29;27.492,67;31,10%;
OSDE;OSDE INTERIOR;LENALIDOMIDA;892.635,06;OSDE SUC;OSDE;NO;06/09/2022;211;05/10/2022;40183;TRENQUE LAUQUEN;FACTURA A;6000335978;60036;GLOBALF X CO BRISTOL MYERS;46759;REVLIMID 5 MG CAPS. X 21;1;1.779.691,15;0;6.173,04;0;26,2;1.234.607,34;;1.144.893,73;1.144.893,73;89.713,61;7,30%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;11.484,56;OSDE SUC;OSDE;NO;25/08/2022;211;05/10/2022;40183;TRENQUE LAUQUEN;FACTURA A;6000335979;60131;SANOFI - AVENTIS ARG. S.A.;13530;CLEXANE 40 MG JGA.PRELL.X 10;3;35.436,77;0;209,86;0;58;41.971,31;;12.952,75;38.858,24;3.113,07;7,40%;
OSDE;OSDE INTERIOR;ETANERCEPT;184.773,63;OSDE SUC;OSDE;NO;04/08/2022;211;05/10/2022;40183;TRENQUE LAUQUEN;FACTURA A;6000335980;60061;PFIZER SRL;5459713;ENBREL 50 MG AUTOINYECTOR X 4;1;356.335,94;0;1.222,59;0;27;244.517,72;;208.395,09;208.395,09;36.122,63;14,80%;
OSDE;OSDE INTERIOR;NILOTINIB;552.940,77;OSDE SUC;OSDE;NO;05/09/2022;211;05/10/2022;40183;TRENQUE LAUQUEN;FACTURA A;6000335981;60195;FARMANET X C.O. NOVARTIS;5708972;TASIGNA 200 MG COMP. X 120;1;937.173,18;0;3.347,58;0;24;669.516,52;;585.953,20;585.953,20;83.563,32;12,50%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;11.484,56;OSDE SUC;OSDE;NO;25/08/2022;211;05/10/2022;40183;TRENQUE LAUQUEN;FACTURA A;6000335982;60131;SANOFI - AVENTIS ARG. S.A.;13530;CLEXANE 40 MG JGA.PRELL.X 10;3;35.436,77;0;209,86;0;58;41.971,31;;12.952,75;38.858,24;3.113,07;7,40%;
OSDE;OSDE INTERIOR;ENOXAPARINA SODICA;16.191,59;OSDE SUC;OSDE;NO;05/09/2022;211;05/10/2022;40183;TRENQUE LAUQUEN;FACTURA A;6000335982;60131;SANOFI - AVENTIS ARG. S.A.;18693;CLEXANE 60 MG JGA.PRELL.X 10;3;49.960,76;0;295,87;0;58;59.173,52;;18.261,52;54.784,56;4.388,96;7,40%;
OSDE;OSDE INTERIOR;ADALIMUMAB;111.838,45;OSDEAPESUC;OSDE;NO;09/08/2022;211;05/10/2022;40183;TRENQUE LAUQUEN;FACTURA A;6000335983;60219;ABBVIE SA;53901;HUMIRA AC 40 MG/ 0,4 ML x 2 LAP PRELL.;1;209.246,14;0;688,42;0;30;137.683,96;;111.838,45;111.838,45;25.845,51;18,80%;
LICITACIONES;ASE;TIRAS REACTIVAS;1.415,52;ASE;IAPOS INSU;SI;25/07/2022;210;05/10/2022;40247;;FACTURA A;6000335985;60243;ROFINA SA X CO ROCHE DIABETES;53987;ACCU-CHEK GUIDE  X 25 TIRAS REAC.;1;3.680,17;0;0;537,82;30,41;2.561,06;;1.415,52;1.415,52;1.145,54;44,70%;
LICITACIONES;ASE;MEPREDNISONA;1.024,87;ASE;MEDIFE;SI;08/08/2022;210;05/10/2022;40247;;FACTURA A;6000335986;60034;GADOR SA;12718;CORTIPYREN B 8 MG COMP.X 20;2;2.007,17;0;0;0;41,22;2.359,51;;1.024,87;2.049,73;309,78;13,10%;
LICITACIONES;ASE;MICOFENOLATO SODICO;51.309,52;ASE;CCESPECIAL;SI;04/08/2022;210;05/10/2022;40247;;FACTURA A;6000335986;60195;FARMANET X C.O. NOVARTIS;38665;MYFORTIC 360 MG COMP.GASTR.X 120;1;87.041,08;0;0;0;33,39;57.981,55;;51.309,52;51.309,52;6.672,03;11,50%;
LICITACIONES;ASE;TACROLIMUS;18.077,55;ASE;OSMATA;SI;04/08/2022;210;05/10/2022;40247;;FACTURA A;6000335986;60034;GADOR SA;41618;PROGRAF XL 1 MG CAPS. ACC. PROL. X 50;3;30.174,12;0;0;0;31,19;62.287,53;;18.077,55;54.232,66;8.054,87;12,90%;
LICITACIONES;ASE;FAMPRIDINA;7.823,00;ASE;MEDIFE;SI;06/06/2022;210;05/10/2022;40247;;FACTURA A;6000335987;60077;TUTEUR SACIFIA;52397;DALFYRAN COMP.  REC. LIB. PROL. X 56;1;144.303,09;0;0;0;92,65;10.609,16;;7.823,00;7.823,00;2.786,16;26,30%;
LICITACIONES;ASE;LANCETAS;397,61;ASE;MEDIFE;SI;09/08/2022;211;05/10/2022;40247;;FACTURA A;6000335988;60243;ROFINA SA X CO ROCHE DIABETES;50264;ACCU-CHEK FASTCLIK LANCETAS X 24;1;774,38;0;0;108,33;33,39;515,85;;397,61;397,61;118,24;22,90%;
LICITACIONES;ASE;TIRAS REACTIVAS;3.196,98;ASE;MEDIFE;SI;10/08/2022;211;05/10/2022;40247;;FACTURA A;6000335988;60243;ROFINA SA X CO ROCHE DIABETES;5000182;ACCU-CHEK PERFORMA 50;3;7.112,40;0;0;3.118,24;30,41;14.848,76;;3.196,98;9.590,94;5.257,82;35,40%;
LICITACIONES;ASE;LANCETAS;1.416,70;ASE;MEDIFE;SI;09/08/2022;211;05/10/2022;40247;;FACTURA A;6000335989;60243;ROFINA SA X CO ROCHE DIABETES;50265;ACCU CHEK FASTCLIX LANCETAS 102;1;2.757,85;0;0;385,8;33,39;1.837,11;;1.416,70;1.416,70;420,41;22,90%;
LICITACIONES;ASE;TIRAS REACTIVAS;3.196,98;ASE;MEDIFE;SI;10/08/2022;211;05/10/2022;40247;;FACTURA A;6000335989;60243;ROFINA SA X CO ROCHE DIABETES;5000182;ACCU-CHEK PERFORMA 50;2;7.112,40;0;0;2.078,83;30,41;9.899,18;;3.196,98;6.393,96;3.505,22;35,40%;
LICITACIONES;ASE;LANCETAS;397,61;ASE;MEDIFE;SI;09/08/2022;211;05/10/2022;40247;;FACTURA A;6000335990;60243;ROFINA SA X CO ROCHE DIABETES;50264;ACCU-CHEK FASTCLIK LANCETAS X 24;1;774,38;0;0;101,96;37,3;485,51;;397,61;397,61;87,90;18,10%;
LICITACIONES;ASE;TIRAS REACTIVAS;3.196,98;ASE;CIRMED_MAT;SI;22/08/2022;211;05/10/2022;40247;;FACTURA A;6000335990;60243;ROFINA SA X CO ROCHE DIABETES;53986;ACCU-CHEK GUIDE  X 50 TIRAS REAC.;1;7.112,40;0;0;819,38;45,14;3.901,79;;3.196,98;3.196,98;704,81;18,10%;
LICITACIONES;ASE;LANCETAS;1.416,70;ASE;MEDIFE;SI;09/08/2022;211;05/10/2022;40247;;FACTURA A;6000335991;60243;ROFINA SA X CO ROCHE DIABETES;50265;ACCU CHEK FASTCLIX LANCETAS 102;1;2.757,85;0;0;363,1;37,3;1.729,06;;1.416,70;1.416,70;312,36;18,10%;
